%Time [yyyymmddHHMM]	Hs [m]	Tp [s]	Dir [deg]
200502040500	0.82	4.68	222.00
200502040600	0.76	4.66	217.00
200502040700	0.72	4.48	220.00
200502040800	0.69	4.37	236.00
200502040900	0.71	4.35	243.00
200502041000	0.68	4.35	247.00
200502041100	0.64	3.98	251.00
200502041200	0.63	3.85	236.00
200502041300	0.62	3.57	231.00
200502041400	0.63	3.47	228.00
200502041500	0.67	3.47	221.00
200502041600	0.69	3.66	217.00
200502041700	0.69	3.85	209.00
200502041800	0.72	3.86	209.00
200502041900	0.70	3.78	210.00
200502042000	0.72	3.76	210.00
200502042100	0.75	3.67	207.00
200502042200	0.72	3.66	199.00
200502042300	0.69	3.65	193.00
200502050000	0.70	3.47	191.00
200502050100	0.66	3.47	194.00
200502050200	0.67	3.47	194.00
200502050300	0.63	3.39	194.00
200502050400	0.65	3.38	196.00
200502050500	0.70	3.47	192.00
200502050600	0.76	3.56	194.00
200502050700	0.85	3.66	194.00
200502050800	0.92	3.75	185.00
200502050900	1.02	3.75	182.00
200502051000	1.09	3.85	182.00
200502051100	1.10	3.76	175.00
200502051200	1.06	3.57	169.00
200502051300	1.12	3.65	171.00
200502051400	1.09	3.68	174.00
200502051500	1.08	3.67	176.00
200502051600	0.96	3.59	167.00
200502051700	0.86	3.67	165.00
200502051800	0.89	3.84	165.00
200502051900	0.89	3.86	165.00
200502052000	0.92	3.77	169.00
200502052100	0.98	3.85	170.00
200502052200	1.07	3.94	177.00
200502052300	1.07	3.86	184.00
200502060000	1.04	3.66	170.00
200502060100	1.05	3.65	169.00
200502060200	1.16	3.84	183.00
200502060300	1.10	3.69	186.00
200502060400	1.09	3.86	179.00
200502060500	1.05	3.78	180.00
200502060600	1.03	3.77	182.00
200502060700	1.03	4.03	175.00
200502060800	1.04	4.15	163.00
200502060900	1.08	4.06	160.00
200502061000	1.10	4.14	159.00
200502061100	1.12	4.15	163.00
200502061200	1.15	3.96	162.00
200502061300	1.07	3.76	169.00
200502061400	0.94	3.57	174.00
200502061500	0.83	3.58	177.00
200502061600	0.77	3.57	178.00
200502061700	0.66	3.49	185.00
200502061800	0.66	3.74	185.00
200502061900	0.62	3.75	173.00
200502062000	0.58	3.93	141.00
200502062100	0.56	3.85	141.00
200502062200	0.59	3.74	146.00
200502062300	0.61	3.64	114.00
200502070000	0.66	3.63	114.00
200502070100	0.71	3.61	169.00
200502070200	0.67	3.63	153.00
200502070300	0.63	3.36	153.00
200502070400	0.56	3.74	152.00
200502070500	0.49	3.66	148.00
200502070600	0.45	3.83	141.00
200502070700	0.45	3.93	142.00
200502070800	0.47	3.84	142.00
200502070900	0.53	4.10	134.00
200502071000	0.52	3.67	137.00
200502071100	0.54	3.83	138.00
200502071200	0.57	3.64	139.00
200502071300	0.58	3.73	143.00
200502071400	0.56	3.82	151.00
200502071500	0.47	3.74	152.00
200502071600	0.42	3.74	150.00
200502071700	0.43	3.65	151.00
200502071800	0.38	3.46	154.00
200502071900	0.42	3.18	149.00
200502072000	0.48	3.17	150.00
200502072100	0.50	3.26	152.00
200502072200	0.49	3.27	153.00
200502072300	0.41	3.28	158.00
200502080000	0.38	3.45	168.00
200502080100	0.44	3.26	168.00
200502080200	0.47	3.26	172.00
200502080300	0.42	3.24	174.00
200502080400	0.35	3.17	187.00
200502080500	0.32	3.45	185.00
200502080600	0.28	3.28	190.00
200502080700	0.26	3.27	194.00
200502080800	0.27	3.18	190.00
200502080900	0.27	3.08	191.00
200502081000	0.26	3.27	175.00
200502081100	0.27	3.18	175.00
200502081200	0.30	3.17	163.00
200502081300	0.38	2.99	184.00
200502081400	0.40	2.82	186.00
200502081500	0.40	2.73	177.00
200502081600	0.37	2.89	170.00
200502081700	0.35	3.09	175.00
200502081800	0.34	3.09	183.00
200502081900	0.32	3.09	177.00
200502082000	0.38	2.83	182.00
200502082100	0.44	3.00	182.00
200502082200	0.45	3.09	185.00
200502082300	0.48	3.37	214.00
200502090000	0.47	3.20	216.00
200502090100	0.44	3.10	222.00
200502090200	0.43	3.09	236.00
200502090300	0.46	3.18	225.00
200502090400	0.41	2.93	226.00
200502090500	0.39	2.91	218.00
200502090600	0.47	2.82	218.00
200502090700	0.57	2.91	223.00
200502090800	0.65	3.00	224.00
200502090900	0.80	3.36	228.00
200502091000	0.91	3.92	236.00
200502091100	0.93	4.06	229.00
200502091200	1.02	4.15	231.00
200502091300	1.21	4.33	229.00
200502091400	1.29	4.28	231.00
200502091500	1.38	4.18	229.00
200502091600	1.52	4.08	232.00
200502091700	1.63	4.17	231.00
200502091800	1.59	4.20	230.00
200502091900	1.55	4.28	232.00
200502092000	1.52	4.20	229.00
200502092100	1.52	4.28	236.00
200502092200	1.56	4.70	232.00
200502092300	1.68	4.93	233.00
200502100000	1.75	5.05	232.00
200502100100	1.70	4.93	229.00
200502100200	1.98	5.08	228.00
200502100300	2.11	5.10	227.00
200502100400	2.16	4.93	221.00
200502100500	2.30	4.88	225.00
200502100600	2.34	4.82	228.00
200502100700	2.30	4.88	229.00
200502100800	2.57	5.25	232.00
200502100900	2.63	5.36	237.00
200502101000	2.68	5.57	244.00
200502101100	2.72	5.87	241.00
200502101200	2.63	6.03	257.00
200502101300	2.39	5.83	271.00
200502101400	2.36	5.76	271.00
200502101500	2.48	5.61	273.00
200502101600	2.35	5.29	274.00
200502101700	2.12	4.88	279.00
200502101800	1.92	4.81	280.00
200502101900	1.85	4.95	267.00
200502102000	1.59	4.93	267.00
200502102100	1.50	4.88	268.00
200502102200	1.48	5.17	255.00
200502102300	1.32	5.20	266.00
200502110000	1.21	5.24	274.00
200502110100	1.14	5.25	273.00
200502110200	1.25	5.23	291.00
200502110300	1.28	5.25	287.00
200502110400	1.34	5.25	288.00
200502110500	1.36	5.10	298.00
200502110600	1.36	5.06	301.00
200502110700	1.25	5.07	316.00
200502110800	1.21	5.21	316.00
200502110900	1.11	5.18	321.00
200502111000	1.16	5.29	328.00
200502111100	1.21	5.49	321.00
200502111200	1.14	5.68	325.00
200502111300	1.15	5.93	324.00
200502111400	1.10	5.91	276.00
200502111500	1.11	5.83	259.00
200502111600	1.18	5.98	235.00
200502111700	1.26	6.17	213.00
200502111800	1.18	6.17	198.00
200502111900	1.10	6.13	193.00
200502112000	1.00	5.99	185.00
200502112100	0.96	5.86	189.00
200502112200	0.95	5.68	190.00
200502112300	0.96	5.25	175.00
200502120000	0.91	5.15	168.00
200502120100	0.90	4.82	157.00
200502120200	0.91	4.49	161.00
200502120300	0.98	4.27	172.00
200502120400	1.04	4.17	223.00
200502120500	1.16	3.98	229.00
200502120600	1.31	3.88	232.00
200502120700	1.57	4.04	228.00
200502120800	1.75	4.27	232.00
200502120900	2.01	4.46	240.00
200502121000	2.59	5.06	247.00
200502121100	2.73	5.23	260.00
200502121200	3.24	5.88	272.00
200502121300	3.44	6.15	294.00
200502121400	3.52	5.85	295.00
200502121500	3.33	5.70	300.00
200502121600	4.20	6.24	302.00
200502121700	4.82	6.64	301.00
200502121800	4.73	6.57	304.00
200502121900	4.44	6.77	303.00
200502122000	4.39	6.89	298.00
200502122100	3.70	6.70	297.00
200502122200	3.86	6.18	306.00
200502122300	3.39	6.01	314.00
200502130000	3.58	6.18	307.00
200502130100	4.05	6.39	319.00
200502130200	3.83	6.48	310.00
200502130300	4.27	6.67	298.00
200502130400	4.56	6.76	296.00
200502130500	4.78	7.08	303.00
200502130600	4.81	7.19	294.00
200502130700	4.67	7.09	312.00
200502130800	4.40	6.82	311.00
200502130900	4.46	6.51	337.00
200502131000	4.04	6.52	334.00
200502131100	4.39	6.69	331.00
200502131200	4.08	6.71	325.00
200502131300	4.12	6.82	326.00
200502131400	4.26	6.86	327.00
200502131500	4.08	6.68	334.00
200502131600	3.82	6.55	335.00
200502131700	4.10	6.44	8.00
200502131800	3.71	6.58	359.00
200502131900	3.57	6.63	349.00
200502132000	3.29	6.64	355.00
200502132100	3.83	6.55	354.00
200502132200	3.41	6.45	355.00
200502132300	3.86	6.26	347.00
200502140000	4.66	6.42	356.00
200502140100	4.70	6.99	349.00
200502140200	5.13	7.35	343.00
200502140300	4.94	7.11	341.00
200502140400	4.85	7.39	344.00
200502140500	5.07	7.53	355.00
200502140600	4.86	7.64	350.00
200502140700	4.95	7.77	341.00
200502140800	5.05	7.82	340.00
200502140900	4.58	7.74	337.00
200502141000	4.44	7.70	332.00
200502141100	4.49	7.53	336.00
200502141200	4.60	7.36	333.00
200502141300	4.75	7.33	330.00
200502141400	4.55	7.37	338.00
200502141500	4.70	7.24	336.00
200502141600	4.44	6.91	337.00
200502141700	5.01	7.13	342.00
200502141800	4.79	7.23	346.00
200502141900	4.34	7.11	355.00
200502142000	4.30	7.57	350.00
200502142100	4.18	7.72	25.00
200502142200	4.33	6.97	27.00
200502142300	3.23	6.75	28.00
200502150000	3.15	6.64	30.00
200502150100	3.22	6.44	12.00
200502150200	3.27	6.29	19.00
200502150300	3.32	6.45	7.00
200502150400	3.42	6.58	26.00
200502150500	3.36	6.35	24.00
200502150600	3.20	6.33	18.00
200502150700	3.19	6.43	16.00
200502150800	3.19	6.53	23.00
200502150900	2.76	6.64	23.00
200502151000	2.60	6.50	33.00
200502151100	2.45	6.33	37.00
200502151200	2.29	5.90	38.00
200502151300	2.24	5.46	47.00
200502151400	2.34	5.50	48.00
200502151500	2.38	5.56	48.00
200502151600	2.33	5.41	37.00
200502151700	2.31	5.39	54.00
200502151800	2.30	5.29	34.00
200502151900	2.29	5.43	41.00
200502152000	2.19	5.47	35.00
200502152100	2.18	5.61	38.00
200502152200	2.15	5.65	34.00
200502152300	2.08	5.66	39.00
200502160000	2.02	5.37	49.00
200502160100	1.87	5.20	43.00
200502160200	1.81	5.01	60.00
200502160300	1.75	4.98	52.00
200502160400	1.87	5.03	40.00
200502160500	1.85	5.16	46.00
200502160600	1.74	5.02	54.00
200502160700	1.63	5.06	54.00
200502160800	1.55	5.36	53.00
200502160900	1.44	5.53	50.00
200502161000	1.25	5.48	52.00
200502161100	1.21	5.36	53.00
200502161200	1.15	5.19	53.00
200502161300	1.13	4.99	54.00
200502161400	1.13	5.03	48.00
200502161500	1.07	4.97	22.00
200502161600	1.09	4.95	9.00
200502161700	1.11	4.96	23.00
200502161800	1.06	4.88	35.00
200502161900	1.05	4.78	28.00
200502162000	1.06	4.67	24.00
200502162100	1.00	4.67	59.00
200502162200	0.97	4.74	71.00
200502162300	0.95	4.75	68.00
200502170000	0.83	4.76	105.00
200502170100	0.75	4.38	111.00
200502170200	0.77	4.67	158.00
200502170300	0.66	4.58	283.00
200502170400	0.64	4.64	273.00
200502170500	0.64	4.65	288.00
200502170600	0.68	4.74	232.00
200502170700	0.68	4.91	208.00
200502170800	0.60	4.69	249.00
200502170900	0.56	4.65	199.00
200502171000	0.56	4.72	198.00
200502171100	0.50	4.48	182.00
200502171200	0.45	4.17	197.00
200502171300	0.42	3.86	194.00
200502171400	0.47	3.46	196.00
200502171500	0.47	3.19	205.00
200502171600	0.48	3.36	223.00
200502171700	0.49	3.46	226.00
200502171800	0.50	3.47	229.00
200502171900	0.55	3.46	223.00
200502172000	0.63	3.46	217.00
200502172100	0.65	3.38	233.00
200502172200	0.74	3.37	230.00
200502172300	0.75	3.29	228.00
200502180000	0.70	3.29	230.00
200502180100	0.72	3.28	238.00
200502180200	0.77	3.37	232.00
200502180300	0.88	3.65	234.00
200502180400	0.95	3.67	231.00
200502180500	1.02	4.03	229.00
200502180600	1.06	4.15	237.00
200502180700	1.18	4.25	256.00
200502180800	1.28	4.27	289.00
200502180900	1.35	4.37	263.00
200502181000	1.42	4.29	262.00
200502181100	1.56	4.27	245.00
200502181200	1.53	4.12	248.00
200502181300	1.47	4.18	245.00
200502181400	1.36	4.11	243.00
200502181500	1.32	4.08	246.00
200502181600	1.45	4.16	255.00
200502181700	1.43	4.29	265.00
200502181800	1.48	4.45	287.00
200502181900	1.58	4.55	331.00
200502182000	1.75	4.82	330.00
200502182100	1.85	4.87	339.00
200502182200	1.89	4.96	331.00
200502182300	1.82	4.91	305.00
200502190000	1.72	4.90	303.00
200502190100	1.57	4.82	342.00
200502190200	1.41	4.70	329.00
200502190300	1.34	4.44	329.00
200502190400	1.23	4.32	331.00
200502190500	1.35	4.28	333.00
200502190600	1.53	4.45	329.00
200502190700	1.62	4.50	339.00
200502190800	1.97	4.78	347.00
200502190900	2.29	5.17	344.00
200502191000	2.58	5.46	350.00
200502191100	2.57	5.92	338.00
200502191200	2.60	5.98	342.00
200502191300	2.67	5.95	328.00
200502191400	2.69	6.16	329.00
200502191500	2.60	6.11	339.00
200502191600	2.56	5.77	333.00
200502191700	2.78	5.84	334.00
200502191800	2.87	5.96	352.00
200502191900	2.90	6.15	334.00
200502192000	3.12	6.37	341.00
200502192100	3.18	6.39	328.00
200502192200	3.34	6.59	338.00
200502192300	3.54	6.73	339.00
200502200000	3.55	6.95	347.00
200502200100	3.73	6.97	343.00
200502200200	3.19	6.79	339.00
200502200300	3.25	6.74	347.00
200502200400	3.17	6.66	349.00
200502200500	2.96	6.56	353.00
200502200600	2.99	6.54	354.00
200502200700	2.73	6.22	349.00
200502200800	2.64	6.17	352.00
200502200900	2.79	6.19	49.00
200502201000	2.40	5.97	13.00
200502201100	2.57	5.97	13.00
200502201200	2.64	6.29	19.00
200502201300	2.61	6.11	5.00
200502201400	2.48	6.08	3.00
200502201500	2.54	6.20	4.00
200502201600	2.52	6.25	36.00
200502201700	2.32	6.18	14.00
200502201800	2.36	5.92	9.00
200502201900	2.29	5.70	8.00
200502202000	2.22	5.38	40.00
200502202100	2.06	5.33	45.00
200502202200	2.17	5.45	6.00
200502202300	2.07	5.66	15.00
200502210000	2.06	5.62	357.00
200502210100	2.03	5.62	37.00
200502210200	2.09	5.99	26.00
200502210300	1.98	6.16	32.00
200502210400	1.76	5.84	10.00
200502210500	1.65	5.84	41.00
200502210600	1.60	5.47	47.00
200502210700	1.51	4.96	38.00
200502210800	1.53	4.87	40.00
200502210900	1.60	4.86	46.00
200502211000	1.64	4.87	49.00
200502211100	1.63	4.95	57.00
200502211200	1.58	5.13	54.00
200502211300	1.55	5.07	54.00
200502211400	1.61	5.22	87.00
200502211500	1.50	5.48	86.00
200502211600	1.53	5.46	85.00
200502211700	1.40	5.32	97.00
200502211800	1.36	5.09	91.00
200502211900	1.42	4.89	91.00
200502212000	1.47	4.61	82.00
200502212100	1.46	4.49	83.00
200502212200	1.56	4.29	90.00
200502212300	1.54	4.29	86.00
200502220000	1.57	4.36	87.00
200502220100	1.59	4.39	86.00
200502220200	1.58	4.38	84.00
200502220300	1.63	4.70	86.00
200502220400	1.71	4.85	92.00
200502220500	1.72	4.79	82.00
200502220600	1.75	4.93	75.00
200502220700	1.72	4.73	81.00
200502220800	1.74	4.68	89.00
200502220900	1.65	4.51	73.00
200502221000	1.74	4.39	76.00
200502221100	1.81	4.39	72.00
200502221200	1.80	4.39	60.00
200502221300	1.84	4.39	59.00
200502221400	1.96	4.56	50.00
200502221500	1.90	4.76	54.00
200502221600	1.80	5.02	56.00
200502221700	1.97	5.30	23.00
200502221800	1.85	5.20	18.00
200502221900	1.85	5.10	21.00
200502222000	2.03	5.00	20.00
200502222100	1.94	4.70	19.00
200502222200	2.09	4.90	18.00
200502222300	1.91	4.70	17.00
200502230000	1.89	4.60	20.00
200502230100	1.73	4.70	24.00
200502230200	1.83	4.80	24.00
200502230300	1.92	4.90	20.00
200502230400	1.97	5.40	19.00
200502230500	1.83	5.50	15.00
200502230600	1.69	5.30	16.00
200502230700	1.56	5.00	20.00
200502230800	1.53	4.80	17.00
200502230900	1.37	4.50	18.00
200502231000	1.71	4.60	19.00
200502231100	1.93	4.80	17.00
200502231200	2.18	5.30	15.00
200502231300	2.31	5.30	18.00
200502231400	2.16	5.50	16.00
200502231500	2.07	5.60	13.00
200502231600	1.89	6.10	13.00
200502231700	1.92	6.30	6.00
200502231800	1.74	5.80	8.00
200502231900	1.84	5.80	10.00
200502232000	2.21	5.70	7.00
200502232100	2.14	5.60	12.00
200502232200	2.54	5.80	8.00
200502232300	2.40	5.70	9.00
200502240000	2.41	5.80	7.00
200502240100	2.04	5.70	5.00
200502240200	2.24	6.10	8.00
200502240300	2.19	6.40	1.00
200502240400	1.98	6.60	4.00
200502240500	2.04	7.20	356.00
200502240600	1.81	6.80	1.00
200502240700	2.03	6.90	359.00
200502240800	1.85	6.50	360.00
200502240900	2.34	6.90	357.00
200502241000	2.29	6.50	358.00
200502241100	2.15	6.60	359.00
200502241200	2.16	6.40	358.00
200502241300	2.27	6.50	3.00
200502241400	2.00	6.20	360.00
200502241500	2.01	5.90	6.00
200502241600	1.78	5.50	10.00
200502241700	1.48	5.60	1.00
200502241800	1.54	5.30	14.00
200502241900	1.52	5.40	8.00
200502242000	1.72	5.10	20.00
200502242100	1.58	4.80	24.00
200502242200	1.69	5.20	16.00
200502242300	1.58	4.90	15.00
200502250000	1.59	4.90	17.00
200502250100	1.48	4.70	12.00
200502250200	1.40	4.90	11.00
200502250300	1.40	4.70	15.00
200502250400	1.25	5.00	14.00
200502250500	1.17	5.30	14.00
200502250600	1.05	4.80	16.00
200502250700	0.95	4.70	18.00
200502250800	0.96	4.60	12.00
200502250900	1.05	4.70	9.00
200502251000	1.03	4.70	11.00
200502251100	0.89	4.50	3.00
200502251200	0.97	4.70	7.00
200502251300	0.86	4.60	11.00
200502251400	0.95	5.10	5.00
200502251500	0.91	5.20	5.00
200502251600	0.86	5.20	8.00
200502251700	0.84	5.50	6.00
200502251800	0.84	5.50	5.00
200502251900	0.80	5.00	2.00
200502252000	0.92	4.90	5.00
200502252100	0.87	4.50	7.00
200502252200	0.90	4.30	6.00
200502252300	0.87	4.30	3.00
200502260000	0.83	4.30	3.00
200502260100	0.87	4.70	4.00
200502260200	0.98	5.00	7.00
200502260300	0.90	4.90	8.00
200502260400	0.91	5.00	2.00
200502260500	0.90	5.20	4.00
200502260600	0.84	5.40	2.00
200502260700	0.74	5.00	357.00
200502260800	0.78	4.80	355.00
200502260900	0.69	4.80	358.00
200502261000	0.76	4.50	352.00
200502261100	0.70	3.90	347.00
200502261200	0.70	4.00	347.00
200502261300	0.72	4.30	352.00
200502261400	0.70	4.00	353.00
200502261500	0.86	3.40	12.00
200502261600	1.08	3.70	12.00
200502261700	1.32	4.40	17.00
200502261800	1.45	5.00	16.00
200502261900	1.61	5.00	14.00
200502262000	1.87	5.10	11.00
200502262100	2.17	5.20	12.00
200502262200	2.23	5.10	10.00
200502262300	2.34	5.00	10.00
200502270000	2.36	4.80	18.00
200502270100	2.19	4.70	23.00
200502270200	2.14	4.80	22.00
200502270300	1.91	4.60	30.00
200502270400	1.89	4.70	19.00
200502270500	1.92	5.20	11.00
200502270600	1.71	5.50	14.00
200502270700	1.75	5.50	8.00
200502270800	1.66	5.40	6.00
200502270900	1.77	5.20	6.00
200502271000	1.83	5.10	7.00
200502271100	1.90	4.70	9.00
200502271200	2.05	4.70	13.00
200502271300	2.07	4.80	14.00
200502271400	2.11	5.00	18.00
200502271500	2.04	4.80	20.00
200502271600	1.94	4.80	17.00
200502271700	1.96	5.10	16.00
200502271800	1.86	5.30	15.00
200502271900	1.91	5.50	14.00
200502272000	1.90	5.20	17.00
200502272100	1.87	5.00	15.00
200502272200	1.74	4.70	14.00
200502272300	1.70	4.50	18.00
200502280000	1.42	4.20	16.00
200502280100	1.48	4.50	12.00
200502280200	1.24	4.40	17.00
200502280300	1.22	4.50	11.00
200502280400	1.31	5.00	11.00
200502280500	1.10	5.10	2.00
200502280600	1.12	5.60	1.00
200502280700	0.98	5.70	353.00
200502280800	0.88	5.60	347.00
200502280900	0.86	5.20	354.00
200502281000	0.87	5.20	353.00
200502281100	0.83	5.30	353.00
200502281200	0.90	5.20	345.00
200502281300	0.79	4.70	341.00
200502281400	0.85	4.60	340.00
200502281500	0.90	4.30	316.00
200502281600	1.01	4.10	281.00
200502281700	0.99	3.90	260.00
200502281800	1.12	3.70	252.00
200502281900	1.22	3.80	256.00
200502282000	1.30	3.80	250.00
200502282100	1.32	3.80	246.00
200502282200	1.33	3.90	249.00
200502282300	1.38	4.10	249.00
200503010000	1.59	4.30	243.00
200503010100	1.90	4.90	244.00
200503010200	2.15	5.20	244.00
200503010300	2.18	5.30	243.00
200503010400	2.35	5.30	243.00
200503010500	2.37	5.20	243.00
200503010600	2.21	4.90	240.00
200503010700	2.59	5.10	240.00
200503010800	2.19	4.80	235.00
200503010900	2.26	4.90	229.00
200503011000	2.19	4.90	234.00
200503011100	2.08	4.90	229.00
200503011200	1.95	5.00	229.00
200503011300	1.80	5.10	235.00
200503011400	2.21	5.60	239.00
200503011500	2.23	5.50	230.00
200503011600	2.12	5.10	225.00
200503011700	2.31	5.10	224.00
200503011800	2.35	4.90	221.00
200503011900	2.75	5.10	218.00
200503012000	2.54	5.00	219.00
200503012100	2.86	5.30	220.00
200503012200	2.81	5.20	216.00
200503012300	2.73	5.40	218.00
200503020000	2.83	5.50	215.00
200503020100	3.16	5.90	214.00
200503020200	2.33	5.50	219.00
200503020300	2.27	5.30	221.00
200503020400	2.61	5.80	226.00
200503020500	2.35	5.30	224.00
200503020600	2.59	5.20	222.00
200503020700	2.41	4.90	223.00
200503020800	2.31	4.90	222.00
200503020900	2.04	4.70	223.00
200503021000	1.80	4.50	218.00
200503021100	1.80	4.50	218.00
200503021200	1.65	4.70	221.00
200503021300	1.60	4.90	224.00
200503021400	1.47	5.00	228.00
200503021500	1.34	5.00	247.00
200503021600	1.45	5.30	272.00
200503021700	1.40	5.10	325.00
200503021800	1.17	4.70	290.00
200503021900	1.32	4.40	3.00
200503022000	1.26	4.40	15.00
200503022100	1.41	4.70	16.00
200503022200	1.49	4.70	15.00
200503022300	1.48	4.60	13.00
200503030000	1.96	4.80	11.00
200503030100	1.84	4.50	13.00
200503030200	1.90	4.70	11.00
200503030300	1.90	4.60	11.00
200503030400	1.86	4.50	14.00
200503030500	1.91	4.60	10.00
200503030600	1.96	5.00	11.00
200503030700	1.86	5.10	13.00
200503030800	2.01	5.40	10.00
200503030900	1.69	5.20	11.00
200503031000	1.78	5.40	8.00
200503031100	1.89	5.30	9.00
200503031200	2.01	5.10	8.00
200503031300	2.19	5.00	17.00
200503031400	2.40	5.00	13.00
200503031500	1.93	4.80	11.00
200503031600	2.47	5.30	16.00
200503031700	1.94	4.90	16.00
200503031800	1.97	5.20	13.00
200503031900	1.65	4.70	17.00
200503032000	1.78	5.00	18.00
200503032100	1.58	5.30	12.00
200503032200	1.61	5.20	13.00
200503032300	1.42	5.20	9.00
200503040000	1.25	4.90	5.00
200503040100	1.22	5.10	360.00
200503040200	1.16	5.00	357.00
200503040300	1.15	5.50	347.00
200503040400	1.04	5.30	353.00
200503040500	1.10	5.80	346.00
200503040600	1.11	6.10	351.00
200503040700	1.08	6.20	346.00
200503040800	1.04	6.40	344.00
200503040900	0.92	5.30	339.00
200503041000	0.87	4.10	306.00
200503041100	0.96	3.60	254.00
200503041200	1.15	3.60	228.00
200503041300	1.55	4.00	214.00
200503041400	1.80	4.40	212.00
200503041500	2.00	4.80	213.00
200503041600	2.26	5.30	219.00
200503041700	2.20	5.30	221.00
200503041800	2.33	5.30	222.00
200503041900	2.32	5.30	221.00
200503042000	2.17	5.00	219.00
200503042100	1.99	4.70	221.00
200503042200	1.70	4.70	223.00
200503042300	1.33	4.60	229.00
200503050000	1.37	4.50	274.00
200503050100	1.93	5.10	303.00
200503050200	2.05	5.30	313.00
